taskId time jobId jobSize runtime user peer
18902 202138  529   49  2158   6  9
18903 202138  529   49  1330   6  9
18904 202138  529   49  4581   6  9
18905 202138  529   49  1784   6  9
18906 202138  529   49   664   6  9
18907 202138  529   49  1206   6  9
18908 202237  530    1    26   2 18
18909 202247  531   53   447   1 24
18910 202247  531   53  2897   1 24
18911 202247  531   53  1309   1 24
18912 202247  531   53  2919   1 24
18913 202247  531   53  1866   1 24
18914 202247  531   53  2608   1 24
18915 202247  531   53  2038   1 24
18916 202247  531   53   971   1 24
18917 202247  531   53  2666   1 24
18918 202247  531   53  1108   1 24
18919 202247  531   53  4583   1 24
18920 202247  531   53  3260   1 24
18921 202247  531   53   624   1 24
18922 202247  531   53  1632   1 24
18923 202247  531   53   838   1 24
18924 202247  531   53   629   1 24
18925 202247  531   53  1584   1 24
18926 202247  531   53   840   1 24
18927 202247  531   53  3815   1 24
18928 202247  531   53   680   1 24
18929 202247  531   53  2912   1 24
18930 202247  531   53   653   1 24
18931 202247  531   53  2054   1 24
18932 202247  531   53   820   1 24
18933 202247  531   53  1926   1 24
18934 202247  531   53  1285   1 24
18935 202247  531   53  1663   1 24
18936 202247  531   53  3241   1 24
18937 202247  531   53  2199   1 24
18938 202247  531   53  1716   1 24
18939 202247  531   53   735   1 24
18940 202247  531   53  4015   1 24
18941 202247  531   53  2527   1 24
18942 202247  531   53   806   1 24
18943 202247  531   53  1411   1 24
18944 202247  531   53  2549   1 24
18945 202247  531   53   751   1 24
18946 202247  531   53   954   1 24
18947 202247  531   53   897   1 24
18948 202247  531   53  2765   1 24
18949 202247  531   53  1228   1 24
18950 202247  531   53   950   1 24
18951 202247  531   53  4564   1 24
18952 202247  531   53   380   1 24
18953 202247  531   53  4518   1 24
18954 202247  531   53  1408   1 24
18955 202247  531   53  1893   1 24
18956 202247  531   53  3276   1 24
18957 202247  531   53  2733   1 24
18958 202247  531   53   400   1 24
18959 202247  531   53  3537   1 24
18960 202247  531   53  4248   1 24
18961 202247  531   53  2253   1 24
18962 202262  532   20  4833   7 45
18963 202262  532   20  1643   7 45
18964 202262  532   20   584   7 45
18965 202262  532   20   725   7 45
18966 202262  532   20  3783   7 45
18967 202262  532   20  1017   7 45
18968 202262  532   20  4232   7 45
18969 202262  532   20  1885   7 45
18970 202262  532   20  1537   7 45
18971 202262  532   20  1386   7 45
18972 202262  532   20   791   7 45
18973 202262  532   20  4804   7 45
18974 202262  532   20  3083   7 45
18975 202262  532   20  1902   7 45
18976 202262  532   20   870   7 45
18977 202262  532   20  4937   7 45
18978 202262  532   20  3909   7 45
18979 202262  532   20  4302   7 45
18980 202262  532   20  1114   7 45
18981 202262  532   20   813   7 45
18982 202274  533    8  1396  51  3
18983 202274  533    8  3429  51  3
18984 202274  533    8  4020  51  3
18985 202274  533    8  1235  51  3
18986 202274  533    8  4012  51  3
18987 202274  533    8  2750  51  3
18988 202274  533    8  4617  51  3
18989 202274  533    8  1563  51  3
18990 202279  534    1   231  97 10
18991 202282  535   12  1543  17 40
18992 202282  535   12  2305  17 40
18993 202282  535   12  1775  17 40
18994 202282  535   12  1200  17 40
18995 202282  535   12  1721  17 40
18996 202282  535   12   678  17 40
18997 202282  535   12  1345  17 40
18998 202282  535   12  1031  17 40
18999 202282  535   12  1797  17 40
19000 202282  535   12   643  17 40
19001 202282  535   12  2807  17 40
19002 202282  535   12  2406  17 40
19003 202441  536    3  1899   3  7
19004 202441  536    3  1295   3  7
19005 202441  536    3  2363   3  7
19006 202693  537    1    99   5 27
19007 202892  538    5  1774   1 24
19008 202892  538    5  2412   1 24
19009 202892  538    5  2175   1 24
19010 202892  538    5  1455   1 24
19011 202892  538    5   683   1 24
19012 203012  539   24  1877  37 17
19013 203012  539   24   953  37 17
19014 203012  539   24   991  37 17
19015 203012  539   24   947  37 17
19016 203012  539   24  1468  37 17
19017 203012  539   24  3098  37 17
19018 203012  539   24  1048  37 17
19019 203012  539   24  2707  37 17
19020 203012  539   24  3101  37 17
19021 203012  539   24  3338  37 17
19022 203012  539   24   570  37 17
19023 203012  539   24  1107  37 17
19024 203012  539   24  2227  37 17
19025 203012  539   24   499  37 17
19026 203012  539   24  1757  37 17
19027 203012  539   24  3312  37 17
19028 203012  539   24  2328  37 17
19029 203012  539   24  2700  37 17
19030 203012  539   24  1513  37 17
19031 203012  539   24  5097  37 17
19032 203012  539   24  1743  37 17
19033 203012  539   24  1347  37 17
19034 203012  539   24   438  37 17
19035 203012  539   24  2261  37 17
19036 203059  540   82   869   2 18
19037 203059  540   82  4543   2 18
19038 203059  540   82  7550   2 18
19039 203059  540   82  2287   2 18
19040 203059  540   82  1478   2 18
19041 203059  540   82  1587   2 18
19042 203059  540   82  2068   2 18
19043 203059  540   82  1114   2 18
19044 203059  540   82   708   2 18
19045 203059  540   82   512   2 18
19046 203059  540   82  2394   2 18
19047 203059  540   82  1543   2 18
19048 203059  540   82   273   2 18
19049 203059  540   82  1567   2 18
19050 203059  540   82  2188   2 18
19051 203059  540   82  1963   2 18
19052 203059  540   82  2817   2 18
19053 203059  540   82   709   2 18
19054 203059  540   82  2982   2 18
19055 203059  540   82  1057   2 18
19056 203059  540   82  3519   2 18
19057 203059  540   82  4041   2 18
19058 203059  540   82  2232   2 18
19059 203059  540   82  3561   2 18
19060 203059  540   82  3630   2 18
19061 203059  540   82  1450   2 18
19062 203059  540   82  3555   2 18
19063 203059  540   82   864   2 18
19064 203059  540   82  3363   2 18
19065 203059  540   82  1468   2 18
19066 203059  540   82  3118   2 18
19067 203059  540   82   512   2 18
19068 203059  540   82  2010   2 18
19069 203059  540   82  1060   2 18
19070 203059  540   82  1378   2 18
19071 203059  540   82   507   2 18
19072 203059  540   82   169   2 18
19073 203059  540   82  4936   2 18
19074 203059  540   82  1346   2 18
19075 203059  540   82  1381   2 18
19076 203059  540   82  1437   2 18
19077 203059  540   82  6010   2 18
19078 203059  540   82  1286   2 18
19079 203059  540   82  1467   2 18
19080 203059  540   82  4543   2 18
19081 203059  540   82  1320   2 18
19082 203059  540   82  2482   2 18
19083 203059  540   82   329   2 18
19084 203059  540   82  1952   2 18
19085 203059  540   82  1030   2 18
19086 203059  540   82   908   2 18
19087 203059  540   82  2259   2 18
19088 203059  540   82  4008   2 18
19089 203059  540   82  1031   2 18
19090 203059  540   82   339   2 18
19091 203059  540   82  2666   2 18
19092 203059  540   82   916   2 18
19093 203059  540   82   676   2 18
19094 203059  540   82  1145   2 18
19095 203059  540   82  1855   2 18
19096 203059  540   82  1717   2 18
19097 203059  540   82   575   2 18
19098 203059  540   82   334   2 18
19099 203059  540   82  2179   2 18
19100 203059  540   82  8577   2 18
19101 203059  540   82  1057   2 18
19102 203059  540   82  5411   2 18
19103 203059  540   82  2904   2 18
19104 203059  540   82  2858   2 18
19105 203059  540   82   810   2 18
19106 203059  540   82   395   2 18
19107 203059  540   82   972   2 18
19108 203059  540   82  5449   2 18
19109 203059  540   82  2015   2 18
19110 203059  540   82   859   2 18
19111 203059  540   82  1619   2 18
19112 203059  540   82  5089   2 18
19113 203059  540   82  1973   2 18
19114 203059  540   82   718   2 18
19115 203059  540   82  4956   2 18
19116 203059  540   82  1280   2 18
19117 203059  540   82   114   2 18
19118 203392  541    3  3677  11 42
19119 203392  541    3  2913  11 42
19120 203392  541    3  1919  11 42
19121 203487  542    1    67 157 26
19122 203940  543    3   163  23 30
19123 203940  543    3  1827  23 30
19124 203940  543    3  2985  23 30
19125 203991  544   18  5453   7 45
19126 203991  544   18  1277   7 45
19127 203991  544   18   739   7 45
19128 203991  544   18  1282   7 45
19129 203991  544   18   985   7 45
19130 203991  544   18  1432   7 45
19131 203991  544   18  1450   7 45
19132 203991  544   18  2684   7 45
19133 203991  544   18   649   7 45
19134 203991  544   18   880   7 45
19135 203991  544   18  2329   7 45
19136 203991  544   18  5067   7 45
19137 203991  544   18   596   7 45
19138 203991  544   18   531   7 45
19139 203991  544   18   964   7 45
19140 203991  544   18   232   7 45
19141 203991  544   18  1360   7 45
19142 203991  544   18    81   7 45
19143 204222  545   11  2535   1 24
19144 204222  545   11  3908   1 24
19145 204222  545   11  2046   1 24
19146 204222  545   11   394   1 24
19147 204222  545   11   560   1 24
19148 204222  545   11  1163   1 24
19149 204222  545   11   570   1 24
19150 204222  545   11  3508   1 24
19151 204222  545   11  2589   1 24
19152 204222  545   11   412   1 24
19153 204222  545   11   892   1 24
19154 204293  546    1   938   1 24
19155 204419  547    1   816   7 45
19156 204574  548    1   854  37 17
19157 204746  549    1   450  12 42
19158 204841  550    1   956  10 40
19159 204880  551   44  1521   1 24
19160 204880  551   44  4070   1 24
19161 204880  551   44   508   1 24
19162 204880  551   44  1309   1 24
19163 204880  551   44  2072   1 24
19164 204880  551   44  1160   1 24
19165 204880  551   44  1199   1 24
19166 204880  551   44  4229   1 24
19167 204880  551   44  1568   1 24
19168 204880  551   44  1026   1 24
19169 204880  551   44  1573   1 24
19170 204880  551   44  2292   1 24
19171 204880  551   44  7090   1 24
19172 204880  551   44   642   1 24
19173 204880  551   44  2378   1 24
19174 204880  551   44  1201   1 24
19175 204880  551   44   502   1 24
19176 204880  551   44   230   1 24
19177 204880  551   44  5243   1 24
19178 204880  551   44   273   1 24
19179 204880  551   44   801   1 24
19180 204880  551   44  2874   1 24
19181 204880  551   44  1031   1 24
19182 204880  551   44  1373   1 24
19183 204880  551   44  2675   1 24
19184 204880  551   44  1872   1 24
19185 204880  551   44  2600   1 24
19186 204880  551   44   613   1 24
19187 204880  551   44  1287   1 24
19188 204880  551   44  2717   1 24
19189 204880  551   44  2416   1 24
19190 204880  551   44  3333   1 24
19191 204880  551   44  2038   1 24
19192 204880  551   44  2511   1 24
19193 204880  551   44  1530   1 24
19194 204880  551   44   685   1 24
19195 204880  551   44   234   1 24
19196 204880  551   44  1144   1 24
19197 204880  551   44  2275   1 24
19198 204880  551   44  2251   1 24
19199 204880  551   44  1936   1 24
19200 204880  551   44   824   1 24
19201 204880  551   44   591   1 24
19202 204880  551   44  1478   1 24
19203 205000  552    1   768   1 24
19204 205065  553    2   343   1 24
19205 205065  553    2  1698   1 24
19206 205075  554    2  1039   3  7
19207 205075  554    2   574   3  7
19208 205342  555    2   461  61 40
19209 205342  555    2    51  61 40
19210 205361  556    2  1730 268 36
19211 205361  556    2  1328 268 36
19212 205394  557    2  2612   1 24
19213 205394  557    2  1760   1 24
19214 205401  558    4  1446 269 10
19215 205401  558    4   804 269 10
19216 205401  558    4   926 269 10
19217 205401  558    4  1092 269 10
19218 205521  559   23  1205   3  7
19219 205521  559   23  1094   3  7
19220 205521  559   23  2192   3  7
19221 205521  559   23  1194   3  7
19222 205521  559   23  1086   3  7
19223 205521  559   23  1303   3  7
19224 205521  559   23  2583   3  7
19225 205521  559   23  1815   3  7
19226 205521  559   23   834   3  7
19227 205521  559   23  2266   3  7
19228 205521  559   23  1620   3  7
19229 205521  559   23  1756   3  7
19230 205521  559   23  4003   3  7
19231 205521  559   23  3559   3  7
19232 205521  559   23   728   3  7
19233 205521  559   23  3394   3  7
19234 205521  559   23  1077   3  7
19235 205521  559   23   647   3  7
19236 205521  559   23  3930   3  7
19237 205521  559   23  1773   3  7
19238 205521  559   23   810   3  7
19239 205521  559   23  1215   3  7
19240 205521  559   23  3368   3  7
19241 205641  560   38   794   3  7
19242 205641  560   38   728   3  7
19243 205641  560   38  3215   3  7
19244 205641  560   38  1149   3  7
19245 205641  560   38  2299   3  7
19246 205641  560   38   616   3  7
19247 205641  560   38  1151   3  7
19248 205641  560   38   872   3  7
19249 205641  560   38   802   3  7
19250 205641  560   38  2395   3  7
19251 205641  560   38  2033   3  7
19252 205641  560   38  2658   3  7
19253 205641  560   38  1196   3  7
19254 205641  560   38  1018   3  7
19255 205641  560   38  3790   3  7
19256 205641  560   38  2258   3  7
19257 205641  560   38   665   3  7
19258 205641  560   38  9723   3  7
19259 205641  560   38  3124   3  7
19260 205641  560   38  1577   3  7
19261 205641  560   38  3544   3  7
19262 205641  560   38  1986   3  7
19263 205641  560   38  1787   3  7
19264 205641  560   38  1510   3  7
19265 205641  560   38  1077   3  7
19266 205641  560   38  3335   3  7
19267 205641  560   38  2346   3  7
19268 205641  560   38 10186   3  7
19269 205641  560   38  4861   3  7
19270 205641  560   38   251   3  7
19271 205641  560   38  1402   3  7
19272 205641  560   38  1044   3  7
19273 205641  560   38  1232   3  7
19274 205641  560   38  3799   3  7
19275 205641  560   38  3898   3  7
19276 205641  560   38  1691   3  7
19277 205641  560   38  1238   3  7
19278 205641  560   38   761   3  7
19279 205823  561    4  1846   1 24
19280 205823  561    4  1807   1 24
19281 205823  561    4   434   1 24
19282 205823  561    4   487   1 24
19283 206081  562    8  3195  25 42
19284 206081  562    8   697  25 42
19285 206081  562    8   672  25 42
19286 206081  562    8   460  25 42
19287 206081  562    8   768  25 42
19288 206081  562    8  1450  25 42
19289 206081  562    8  1947  25 42
19290 206081  562    8   442  25 42
19291 206121  563   11  2926   2 18
19292 206121  563   11   835   2 18
19293 206121  563   11  6814   2 18
19294 206121  563   11  3616   2 18
19295 206121  563   11  2567   2 18
19296 206121  563   11  3035   2 18
19297 206121  563   11  5766   2 18
19298 206121  563   11   886   2 18
19299 206121  563   11  1574   2 18
19300 206121  563   11  1650   2 18
19301 206121  563   11  1484   2 18
19302 206129  564   29  1473   4 37
19303 206129  564   29  2430   4 37
19304 206129  564   29  3130   4 37
19305 206129  564   29  1657   4 37
19306 206129  564   29   980   4 37
19307 206129  564   29  2426   4 37
19308 206129  564   29  1337   4 37
19309 206129  564   29  3181   4 37
19310 206129  564   29  1571   4 37
19311 206129  564   29   922   4 37
19312 206129  564   29  2227   4 37
19313 206129  564   29  1360   4 37
19314 206129  564   29  1706   4 37
19315 206129  564   29  2614   4 37
19316 206129  564   29  1212   4 37
19317 206129  564   29  1547   4 37
19318 206129  564   29   519   4 37
19319 206129  564   29  2140   4 37
19320 206129  564   29  1391   4 37
19321 206129  564   29  1074   4 37
19322 206129  564   29  1870   4 37
19323 206129  564   29  1271   4 37
19324 206129  564   29   993   4 37
19325 206129  564   29   880   4 37
19326 206129  564   29  2340   4 37
19327 206129  564   29  1651   4 37
19328 206129  564   29   449   4 37
19329 206129  564   29  1037   4 37
19330 206129  564   29   724   4 37
19331 206132  565   86  9438   2 18
19332 206132  565   86   305   2 18
19333 206132  565   86  2099   2 18
19334 206132  565   86   740   2 18
19335 206132  565   86  1081   2 18
19336 206132  565   86  2112   2 18
19337 206132  565   86   920   2 18
19338 206132  565   86  5725   2 18
19339 206132  565   86  1207   2 18
19340 206132  565   86  2611   2 18
19341 206132  565   86   229   2 18
19342 206132  565   86  2420   2 18
19343 206132  565   86  1666   2 18
19344 206132  565   86  1416   2 18
19345 206132  565   86   706   2 18
19346 206132  565   86   482   2 18
19347 206132  565   86  3367   2 18
19348 206132  565   86  3620   2 18
19349 206132  565   86  1904   2 18
19350 206132  565   86  1772   2 18
19351 206132  565   86   490   2 18
19352 206132  565   86  4119   2 18
19353 206132  565   86  2444   2 18
19354 206132  565   86  1057   2 18
19355 206132  565   86  3801   2 18
19356 206132  565   86  1438   2 18
19357 206132  565   86   598   2 18
19358 206132  565   86  1818   2 18
19359 206132  565   86  5192   2 18
19360 206132  565   86   880   2 18
19361 206132  565   86  1686   2 18
19362 206132  565   86   691   2 18
19363 206132  565   86  1223   2 18
19364 206132  565   86   671   2 18
19365 206132  565   86   356   2 18
19366 206132  565   86  1398   2 18
19367 206132  565   86  1265   2 18
19368 206132  565   86   414   2 18
19369 206132  565   86   397   2 18
19370 206132  565   86  1475   2 18
19371 206132  565   86   640   2 18
19372 206132  565   86   222   2 18
19373 206132  565   86  1169   2 18
19374 206132  565   86   957   2 18
19375 206132  565   86  1288   2 18
19376 206132  565   86  1283   2 18
19377 206132  565   86   778   2 18
19378 206132  565   86   909   2 18
19379 206132  565   86   622   2 18
19380 206132  565   86  1799   2 18
19381 206132  565   86  1666   2 18
19382 206132  565   86  1036   2 18
19383 206132  565   86   917   2 18
19384 206132  565   86   636   2 18
19385 206132  565   86   959   2 18
19386 206132  565   86   600   2 18
19387 206132  565   86  1184   2 18
19388 206132  565   86   815   2 18
19389 206132  565   86   279   2 18
19390 206132  565   86  1501   2 18
19391 206132  565   86  4367   2 18
19392 206132  565   86  1896   2 18
19393 206132  565   86  1751   2 18
19394 206132  565   86  1290   2 18
19395 206132  565   86  1751   2 18
19396 206132  565   86  1529   2 18
19397 206132  565   86  1761   2 18
19398 206132  565   86   839   2 18
19399 206132  565   86  2444   2 18
19400 206132  565   86  1000   2 18
19401 206132  565   86   725   2 18
19402 206132  565   86  2919   2 18
19403 206132  565   86   797   2 18
19404 206132  565   86  2334   2 18
19405 206132  565   86  1557   2 18
19406 206132  565   86  1341   2 18
19407 206132  565   86   326   2 18
19408 206132  565   86  1930   2 18
19409 206132  565   86  2270   2 18
19410 206132  565   86   654   2 18
19411 206132  565   86  3137   2 18
19412 206132  565   86  1632   2 18
19413 206132  565   86  4347   2 18
19414 206132  565   86  1360   2 18
19415 206132  565   86  1236   2 18
19416 206132  565   86  1071   2 18
19417 206212  566    1  1350  27 30
19418 206303  567  431   937   1 24
19419 206303  567  431   656   1 24
19420 206303  567  431   346   1 24
19421 206303  567  431  3439   1 24
19422 206303  567  431  2577   1 24
19423 206303  567  431  1795   1 24
19424 206303  567  431  4745   1 24
19425 206303  567  431  1662   1 24
19426 206303  567  431  7421   1 24
19427 206303  567  431   606   1 24
19428 206303  567  431   466   1 24
19429 206303  567  431  4996   1 24
19430 206303  567  431  3191   1 24
19431 206303  567  431  1665   1 24
19432 206303  567  431   416   1 24
19433 206303  567  431  1382   1 24
19434 206303  567  431  1722   1 24
19435 206303  567  431  1501   1 24
19436 206303  567  431  1678   1 24
19437 206303  567  431  1863   1 24
19438 206303  567  431  1952   1 24
19439 206303  567  431   353   1 24
19440 206303  567  431  3348   1 24
19441 206303  567  431   275   1 24
19442 206303  567  431  1156   1 24
19443 206303  567  431  1868   1 24
19444 206303  567  431  4630   1 24
19445 206303  567  431   746   1 24
19446 206303  567  431  2050   1 24
19447 206303  567  431  1588   1 24
19448 206303  567  431  1331   1 24
19449 206303  567  431   665   1 24
19450 206303  567  431  2458   1 24
19451 206303  567  431  1226   1 24
19452 206303  567  431  1507   1 24
19453 206303  567  431  1983   1 24
19454 206303  567  431   239   1 24
19455 206303  567  431   737   1 24
19456 206303  567  431  1005   1 24
19457 206303  567  431  1329   1 24
19458 206303  567  431  2002   1 24
19459 206303  567  431 14560   1 24
19460 206303  567  431  2047   1 24
19461 206303  567  431  4587   1 24
19462 206303  567  431  2540   1 24
19463 206303  567  431   956   1 24
19464 206303  567  431   224   1 24
19465 206303  567  431   840   1 24
19466 206303  567  431  2871   1 24
19467 206303  567  431  2907   1 24
19468 206303  567  431   710   1 24
19469 206303  567  431  1462   1 24
19470 206303  567  431  3714   1 24
19471 206303  567  431   674   1 24
19472 206303  567  431  1548   1 24
19473 206303  567  431  3065   1 24
19474 206303  567  431  4138   1 24
19475 206303  567  431  2413   1 24
19476 206303  567  431  2991   1 24
19477 206303  567  431  1543   1 24
19478 206303  567  431  4033   1 24
19479 206303  567  431  3657   1 24
19480 206303  567  431  2603   1 24
19481 206303  567  431  2977   1 24
19482 206303  567  431  1027   1 24
19483 206303  567  431  1209   1 24
19484 206303  567  431   699   1 24
19485 206303  567  431  7086   1 24
19486 206303  567  431  1239   1 24
19487 206303  567  431   593   1 24
19488 206303  567  431  1593   1 24
19489 206303  567  431  3729   1 24
19490 206303  567  431   588   1 24
19491 206303  567  431  1101   1 24
19492 206303  567  431  1171   1 24
19493 206303  567  431   973   1 24
19494 206303  567  431   626   1 24
19495 206303  567  431  1064   1 24
19496 206303  567  431   952   1 24
19497 206303  567  431  1248   1 24
19498 206303  567  431   488   1 24
19499 206303  567  431  4935   1 24
19500 206303  567  431   624   1 24
19501 206303  567  431  3428   1 24
19502 206303  567  431   602   1 24
19503 206303  567  431  6203   1 24
19504 206303  567  431   964   1 24
19505 206303  567  431  3168   1 24
19506 206303  567  431  3312   1 24
19507 206303  567  431  1164   1 24
19508 206303  567  431  1181   1 24
19509 206303  567  431   767   1 24
19510 206303  567  431  2817   1 24
19511 206303  567  431  1423   1 24
19512 206303  567  431   701   1 24
19513 206303  567  431  3391   1 24
19514 206303  567  431   963   1 24
19515 206303  567  431   928   1 24
19516 206303  567  431  1124   1 24
19517 206303  567  431   808   1 24
19518 206303  567  431   470   1 24
19519 206303  567  431  3811   1 24
19520 206303  567  431   879   1 24
19521 206303  567  431  2389   1 24
19522 206303  567  431  1110   1 24
19523 206303  567  431   975   1 24
19524 206303  567  431  3276   1 24
19525 206303  567  431  2242   1 24
19526 206303  567  431   742   1 24
19527 206303  567  431   267   1 24
19528 206303  567  431  2268   1 24
19529 206303  567  431  1227   1 24
19530 206303  567  431   728   1 24
19531 206303  567  431   685   1 24
19532 206303  567  431   515   1 24
19533 206303  567  431  1188   1 24
19534 206303  567  431  2203   1 24
19535 206303  567  431   605   1 24
19536 206303  567  431  5621   1 24
19537 206303  567  431  1582   1 24
19538 206303  567  431  1847   1 24
19539 206303  567  431  1013   1 24
19540 206303  567  431  1365   1 24
19541 206303  567  431  3565   1 24
19542 206303  567  431  2482   1 24
19543 206303  567  431  1673   1 24
19544 206303  567  431  4441   1 24
19545 206303  567  431  3939   1 24
19546 206303  567  431   484   1 24
19547 206303  567  431  1707   1 24
19548 206303  567  431  3440   1 24
19549 206303  567  431  2185   1 24
19550 206303  567  431   569   1 24
19551 206303  567  431   929   1 24
19552 206303  567  431  6278   1 24
19553 206303  567  431  2035   1 24
19554 206303  567  431  4151   1 24
19555 206303  567  431  1145   1 24
19556 206303  567  431  2348   1 24
19557 206303  567  431  3141   1 24
19558 206303  567  431  1084   1 24
19559 206303  567  431   999   1 24
19560 206303  567  431  3139   1 24
19561 206303  567  431  1497   1 24
19562 206303  567  431   962   1 24
19563 206303  567  431  1699   1 24
19564 206303  567  431  1932   1 24
19565 206303  567  431   459   1 24
19566 206303  567  431  3139   1 24
19567 206303  567  431  1354   1 24
19568 206303  567  431  3130   1 24
19569 206303  567  431  4354   1 24
19570 206303  567  431  1286   1 24
19571 206303  567  431  5474   1 24
19572 206303  567  431  2823   1 24
19573 206303  567  431  1122   1 24
19574 206303  567  431   492   1 24
19575 206303  567  431   701   1 24
19576 206303  567  431  3611   1 24
19577 206303  567  431  2164   1 24
19578 206303  567  431  1103   1 24
19579 206303  567  431  1895   1 24
19580 206303  567  431  1971   1 24
19581 206303  567  431  1209   1 24
19582 206303  567  431  2764   1 24
19583 206303  567  431  1643   1 24
19584 206303  567  431  2178   1 24
19585 206303  567  431   864   1 24
19586 206303  567  431   464   1 24
19587 206303  567  431  1831   1 24
19588 206303  567  431  3722   1 24
19589 206303  567  431  3224   1 24
19590 206303  567  431   525   1 24
19591 206303  567  431  1528   1 24
19592 206303  567  431  3659   1 24
19593 206303  567  431 14912   1 24
19594 206303  567  431  1861   1 24
19595 206303  567  431  4887   1 24
19596 206303  567  431   538   1 24
19597 206303  567  431  1551   1 24
19598 206303  567  431  2517   1 24
19599 206303  567  431  2793   1 24
19600 206303  567  431  5564   1 24
19601 206303  567  431   306   1 24
19602 206303  567  431   500   1 24
19603 206303  567  431  1556   1 24
19604 206303  567  431  2576   1 24
19605 206303  567  431  1024   1 24
19606 206303  567  431  1004   1 24
19607 206303  567  431  1874   1 24
19608 206303  567  431  2503   1 24
19609 206303  567  431   418   1 24
19610 206303  567  431  1328   1 24
19611 206303  567  431  3332   1 24
19612 206303  567  431  1092   1 24
19613 206303  567  431  1793   1 24
19614 206303  567  431  1113   1 24
19615 206303  567  431   857   1 24
19616 206303  567  431  1151   1 24
19617 206303  567  431  4041   1 24
19618 206303  567  431  3377   1 24
19619 206303  567  431   763   1 24
19620 206303  567  431   878   1 24
19621 206303  567  431  2449   1 24
19622 206303  567  431   841   1 24
19623 206303  567  431  2275   1 24
19624 206303  567  431   579   1 24
19625 206303  567  431  1563   1 24
19626 206303  567  431  3904   1 24
19627 206303  567  431  1153   1 24
19628 206303  567  431  2951   1 24
19629 206303  567  431  1430   1 24
19630 206303  567  431  2430   1 24
19631 206303  567  431   848   1 24
19632 206303  567  431   480   1 24
19633 206303  567  431   281   1 24
19634 206303  567  431  1362   1 24
19635 206303  567  431  1718   1 24
19636 206303  567  431  1305   1 24
19637 206303  567  431   735   1 24
19638 206303  567  431  1258   1 24
19639 206303  567  431  1480   1 24
19640 206303  567  431  1063   1 24
19641 206303  567  431  2562   1 24
19642 206303  567  431  2867   1 24
19643 206303  567  431  2043   1 24
19644 206303  567  431  1894   1 24
19645 206303  567  431  1599   1 24
19646 206303  567  431  1310   1 24
19647 206303  567  431  2277   1 24
19648 206303  567  431   987   1 24
19649 206303  567  431   730   1 24
19650 206303  567  431   710   1 24
19651 206303  567  431  1701   1 24
19652 206303  567  431  4366   1 24
19653 206303  567  431  3205   1 24
19654 206303  567  431   785   1 24
19655 206303  567  431  1576   1 24
19656 206303  567  431  1704   1 24
19657 206303  567  431  1619   1 24
19658 206303  567  431  1335   1 24
19659 206303  567  431   935   1 24
19660 206303  567  431  1810   1 24
19661 206303  567  431  1189   1 24
19662 206303  567  431  4045   1 24
19663 206303  567  431  1219   1 24
19664 206303  567  431  1982   1 24
19665 206303  567  431  1065   1 24
19666 206303  567  431  2306   1 24
19667 206303  567  431  1509   1 24
19668 206303  567  431  4394   1 24
19669 206303  567  431  1818   1 24
19670 206303  567  431  1749   1 24
19671 206303  567  431   994   1 24
19672 206303  567  431  1541   1 24
19673 206303  567  431   839   1 24
19674 206303  567  431   819   1 24
19675 206303  567  431  1147   1 24
19676 206303  567  431  2839   1 24
19677 206303  567  431   576   1 24
19678 206303  567  431  1722   1 24
19679 206303  567  431  1452   1 24
19680 206303  567  431  2303   1 24
19681 206303  567  431  3457   1 24
19682 206303  567  431  1085   1 24
19683 206303  567  431  1292   1 24
19684 206303  567  431  4985   1 24
19685 206303  567  431  1798   1 24
19686 206303  567  431  7726   1 24
19687 206303  567  431  6758   1 24
19688 206303  567  431  2479   1 24
19689 206303  567  431   357   1 24
19690 206303  567  431  3354   1 24
19691 206303  567  431   606   1 24
19692 206303  567  431  1070   1 24
19693 206303  567  431   486   1 24
19694 206303  567  431  1285   1 24
19695 206303  567  431  1179   1 24
19696 206303  567  431  1326   1 24
19697 206303  567  431   913   1 24
19698 206303  567  431  6476   1 24
19699 206303  567  431   162   1 24
19700 206303  567  431  2723   1 24
19701 206303  567  431   908   1 24
19702 206303  567  431  5525   1 24
19703 206303  567  431  3274   1 24
19704 206303  567  431  2625   1 24
19705 206303  567  431  2097   1 24
19706 206303  567  431  1735   1 24
19707 206303  567  431   891   1 24
19708 206303  567  431  3322   1 24
19709 206303  567  431  2210   1 24
19710 206303  567  431  1376   1 24
19711 206303  567  431   704   1 24
19712 206303  567  431  1980   1 24
19713 206303  567  431  2547   1 24
19714 206303  567  431  7264   1 24
19715 206303  567  431  2345   1 24
19716 206303  567  431   268   1 24
19717 206303  567  431  1013   1 24
19718 206303  567  431  1726   1 24
19719 206303  567  431  6537   1 24
19720 206303  567  431  4074   1 24
19721 206303  567  431   442   1 24
19722 206303  567  431   466   1 24
19723 206303  567  431  2025   1 24
19724 206303  567  431   337   1 24
19725 206303  567  431  2778   1 24
19726 206303  567  431  4182   1 24
19727 206303  567  431  2681   1 24
19728 206303  567  431   996   1 24
19729 206303  567  431  1710   1 24
19730 206303  567  431   639   1 24
19731 206303  567  431  1713   1 24
19732 206303  567  431  1270   1 24
19733 206303  567  431  1064   1 24
19734 206303  567  431   539   1 24
19735 206303  567  431   327   1 24
19736 206303  567  431   796   1 24
19737 206303  567  431  4323   1 24
